colour	x	y	clickSelects	fill
#7CAE00	0.849652718498626	0.234896326606924	Male.No	#7CAE00
#7CAE00	0.791614412922751	0.44312511367554	Male.No	#7CAE00
#C77CFF	0.677207767540081	0.715035808018663	Male.Yes	#C77CFF
#F8766D	0.11621835954826	0.147718480872837	Female.No	#F8766D
#C77CFF	0.655139640481635	0.552798105065118	Male.Yes	#C77CFF
#7CAE00	0.74310532474721	0.103083282878453	Male.No	#7CAE00
#C77CFF	0.738334367390383	0.805004137652842	Male.Yes	#C77CFF
#C77CFF	0.737166636200114	0.640468117442321	Male.Yes	#C77CFF
#C77CFF	0.822606833143668	0.638978627595034	Male.Yes	#C77CFF
#C77CFF	0.840459124439142	0.63747768916867	Male.Yes	#C77CFF
#7CAE00	0.819377167743038	0.219035469588231	Male.No	#7CAE00
#7CAE00	0.598042247732254	0.131413570435887	Male.No	#7CAE00
#F8766D	0.327489810403098	0.140311723067002	Female.No	#F8766D
#00BFC4	0.100369265133684	0.571561849083413	Female.Yes	#00BFC4
#7CAE00	0.89847711854699	0.377934156747704	Male.No	#7CAE00
#C77CFF	0.553924445486204	0.58365743717348	Male.Yes	#C77CFF
#7CAE00	0.60357262050225	0.0993312032554637	Male.No	#7CAE00
#F8766D	0.185721906664019	0.383987256071784	Female.No	#F8766D
#00BFC4	0.175395302897827	0.788920177993449	Female.Yes	#00BFC4
#00BFC4	0.447658161632717	0.744023165580901	Female.Yes	#00BFC4
#F8766D	0.19944090235301	0.323353759775108	Female.No	#F8766D
#7CAE00	0.754408470862968	0.214473657818003	Male.No	#7CAE00
#C77CFF	0.808310345577245	0.707178534855219	Male.Yes	#C77CFF
#7CAE00	0.601234402253546	0.368556310507384	Male.No	#7CAE00
#7CAE00	0.821825780821117	0.214233673262325	Male.No	#7CAE00
#7CAE00	0.82811151876707	0.182113340971145	Male.No	#7CAE00
#C77CFF	0.607855762016367	0.771267076954245	Male.Yes	#C77CFF
#7CAE00	0.609729829498313	0.405584575777704	Male.No	#7CAE00
#F8766D	0.238773009824482	0.3119559164413	Female.No	#F8766D
#C77CFF	0.75690638908947	0.613413566300137	Male.Yes	#C77CFF
#7CAE00	0.629281666891819	0.158843181265349	Male.No	#7CAE00
#F8766D	0.428374031473967	0.13409421982413	Female.No	#F8766D
#7CAE00	0.812791940586811	0.268099126744677	Male.No	#7CAE00
#7CAE00	0.889032819308341	0.321988230571151	Male.No	#7CAE00
#7CAE00	0.759979611347345	0.392048920589414	Male.No	#7CAE00
#7CAE00	0.70285411644727	0.301489480347796	Male.No	#7CAE00
#C77CFF	0.54779470779679	0.723479752513495	Male.Yes	#C77CFF
#7CAE00	0.649735602380877	0.351355512626469	Male.No	#7CAE00
#00BFC4	0.288464274934747	0.903070669113235	Female.Yes	#00BFC4
#00BFC4	0.383349235084924	0.767937493933873	Female.Yes	#00BFC4
#F8766D	0.224848574450748	0.256361829032275	Female.No	#F8766D
#C77CFF	0.719886774959212	0.706656198186631	Male.Yes	#C77CFF
#C77CFF	0.577044565399939	0.849960195408626	Male.Yes	#C77CFF
#C77CFF	0.782679781402377	0.898915831507607	Male.Yes	#C77CFF
#C77CFF	0.734343198636039	0.734515792605552	Male.Yes	#C77CFF
#7CAE00	0.565999305553057	0.117297432808713	Male.No	#7CAE00
#00BFC4	0.36876512251117	0.613459154540165	Female.Yes	#00BFC4
#00BFC4	0.446964974176477	0.810117954134264	Female.Yes	#00BFC4
#00BFC4	0.430761367421258	0.890308329496871	Female.Yes	#00BFC4
#00BFC4	0.199048501354727	0.675401915372773	Female.Yes	#00BFC4
#F8766D	0.134625365449624	0.407997427338904	Female.No	#F8766D
#C77CFF	0.793870555829595	0.828563309274614	Male.Yes	#C77CFF
#C77CFF	0.56647814497013	0.573602940379219	Male.Yes	#C77CFF
#C77CFF	0.654486895962195	0.890551972541619	Male.Yes	#C77CFF
#7CAE00	0.576061516492204	0.0998520785942674	Male.No	#7CAE00
#00BFC4	0.117949331179261	0.556256559592756	Female.Yes	#00BFC4
#7CAE00	0.776043758642944	0.27935732122172	Male.No	#7CAE00
#F8766D	0.106928225352683	0.358590892770074	Female.No	#F8766D
#7CAE00	0.68390890896659	0.438649320551618	Male.No	#7CAE00
#7CAE00	0.688579591245136	0.25711285983297	Male.No	#7CAE00
#F8766D	0.323574142445895	0.24661188792776	Female.No	#F8766D
#F8766D	0.265058115463365	0.127849073995921	Female.No	#F8766D
#7CAE00	0.892981247891756	0.308860447173092	Male.No	#7CAE00
#F8766D	0.205731154334816	0.366394455121322	Female.No	#F8766D
#F8766D	0.452549675479531	0.440224081785841	Female.No	#F8766D
#F8766D	0.125893681394783	0.353214528496292	Female.No	#F8766D
#7CAE00	0.620445575057106	0.296503531746566	Male.No	#7CAE00
#F8766D	0.192575580440462	0.12135597276078	Female.No	#F8766D
#7CAE00	0.616775424642996	0.415368742055514	Male.No	#7CAE00
#7CAE00	0.703475842167708	0.440441595475105	Male.No	#7CAE00
#F8766D	0.176863784224472	0.183119990524243	Female.No	#F8766D
#F8766D	0.218805760229853	0.258740081028505	Female.No	#F8766D
#7CAE00	0.863443896174431	0.288656870919195	Male.No	#7CAE00
#F8766D	0.399218675511127	0.266334712251343	Female.No	#F8766D
#F8766D	0.215002384290776	0.123641693371941	Female.No	#F8766D
#7CAE00	0.574349100870842	0.416085647165098	Male.No	#7CAE00
#7CAE00	0.655054556121203	0.432739081284539	Male.No	#7CAE00
#F8766D	0.359742138788781	0.26718078291213	Female.No	#F8766D
#F8766D	0.386754634028131	0.25949822594835	Female.No	#F8766D
#F8766D	0.199119042181833	0.437998460182412	Female.No	#F8766D
#F8766D	0.294389913027937	0.17708376981318	Female.No	#F8766D
#F8766D	0.376551245677877	0.279225551607934	Female.No	#F8766D
#F8766D	0.427456178617748	0.289896944199096	Female.No	#F8766D
#F8766D	0.325023542242971	0.187517238865522	Female.No	#F8766D
#C77CFF	0.751335474239154	0.75627425329929	Male.Yes	#C77CFF
#F8766D	0.387549114074897	0.206480215218934	Female.No	#F8766D
#F8766D	0.449789483269507	0.426504445770247	Female.No	#F8766D
#7CAE00	0.864726995287294	0.375679976476187	Male.No	#7CAE00
#7CAE00	0.887747503901747	0.34126899975606	Male.No	#7CAE00
#F8766D	0.18480258197947	0.185973730784926	Female.No	#F8766D
#F8766D	0.120930995368822	0.352131082930348	Female.No	#F8766D
#F8766D	0.255625449120998	0.100128949365833	Female.No	#F8766D
#F8766D	0.311863297596574	0.444957965307615	Female.No	#F8766D
#F8766D	0.440490138547664	0.158990515226668	Female.No	#F8766D
#7CAE00	0.629567732103169	0.183087784034962	Male.No	#7CAE00
#7CAE00	0.761826625601812	0.26949657660655	Male.No	#7CAE00
#7CAE00	0.647090743380514	0.34349066120657	Male.No	#7CAE00
#7CAE00	0.63576667053117	0.159538446502252	Male.No	#7CAE00
#7CAE00	0.876203541897915	0.450422519140623	Male.No	#7CAE00
#7CAE00	0.764827545308931	0.305970915169878	Male.No	#7CAE00
#7CAE00	0.791549195958809	0.401945815336975	Male.No	#7CAE00
#F8766D	0.0971066697754643	0.444488758729263	Female.No	#F8766D
#7CAE00	0.726601403291253	0.400892389006913	Male.No	#7CAE00
#F8766D	0.178881137123839	0.419309760359201	Female.No	#F8766D
#F8766D	0.117122388275509	0.290412838824771	Female.No	#F8766D
#7CAE00	0.865332495929165	0.414243988354098	Male.No	#7CAE00
#7CAE00	0.607615065760911	0.365990762006153	Male.No	#7CAE00
#7CAE00	0.571264092556455	0.184782155027444	Male.No	#7CAE00
#F8766D	0.344110952520912	0.281458924101158	Female.No	#F8766D
#7CAE00	0.593366085213016	0.129001089710404	Male.No	#7CAE00
#00BFC4	0.184313604523512	0.822989558039064	Female.Yes	#00BFC4
#7CAE00	0.766078650951385	0.0993471015244722	Male.No	#7CAE00
#7CAE00	0.716560604474084	0.252788754010742	Male.No	#7CAE00
#7CAE00	0.719832611016252	0.414020317521962	Male.No	#7CAE00
#00BFC4	0.406865242783996	0.633774538185786	Female.Yes	#00BFC4
#00BFC4	0.403472060168331	0.708060599440201	Female.Yes	#00BFC4
#C77CFF	0.792702873152765	0.629465601999651	Male.Yes	#C77CFF
#C77CFF	0.702289910563691	0.676256854002449	Male.Yes	#C77CFF
#C77CFF	0.804184264503419	0.640817547894337	Male.Yes	#C77CFF
#C77CFF	0.658112193203785	0.905253851786256	Male.Yes	#C77CFF
#C77CFF	0.776235809973018	0.709672502665357	Male.Yes	#C77CFF
#C77CFF	0.750234410420737	0.838773008605296	Male.Yes	#C77CFF
#C77CFF	0.678509953008457	0.567493586292998	Male.Yes	#C77CFF
#C77CFF	0.645040498199788	0.90071497535841	Male.Yes	#C77CFF
#00BFC4	0.139052074233239	0.901717665520581	Female.Yes	#00BFC4
#C77CFF	0.878991968337108	0.878622803159735	Male.Yes	#C77CFF
#C77CFF	0.845136419107968	0.897441137920726	Male.Yes	#C77CFF
#C77CFF	0.732808447781611	0.582468667744913	Male.Yes	#C77CFF
#C77CFF	0.685564040121707	0.573459154672243	Male.Yes	#C77CFF
#C77CFF	0.792076070962304	0.613666125911881	Male.Yes	#C77CFF
#C77CFF	0.856488598256626	0.641234880567274	Male.Yes	#C77CFF
#7CAE00	0.783849744126201	0.393842112780972	Male.No	#7CAE00
#00BFC4	0.254807214675979	0.575998594815081	Female.Yes	#00BFC4
#C77CFF	0.553119377571751	0.627487607300281	Male.Yes	#C77CFF
#00BFC4	0.375565598972819	0.547962300225415	Female.Yes	#00BFC4
#C77CFF	0.658442727544091	0.645458994771947	Male.Yes	#C77CFF
#C77CFF	0.853285456922921	0.830258740958842	Male.Yes	#C77CFF
#00BFC4	0.432272658344697	0.900730264711786	Female.Yes	#00BFC4
#C77CFF	0.637899225069718	0.611994757486338	Male.Yes	#C77CFF
#C77CFF	0.592703565362502	0.797169563783841	Male.Yes	#C77CFF
#C77CFF	0.724243666045368	0.715008870359849	Male.Yes	#C77CFF
#7CAE00	0.892623665488579	0.325181849639524	Male.No	#7CAE00
#C77CFF	0.659794039516286	0.560677026821808	Male.Yes	#C77CFF
#00BFC4	0.121993306770243	0.863693231039426	Female.Yes	#00BFC4
#00BFC4	0.16203435214067	0.585996719669889	Female.Yes	#00BFC4
#C77CFF	0.550448946824128	0.731331565078687	Male.Yes	#C77CFF
#C77CFF	0.576324363069778	0.601969302293252	Male.Yes	#C77CFF
#00BFC4	0.42556661138819	0.887440984899347	Female.Yes	#00BFC4
#00BFC4	0.175777611915361	0.668995752591978	Female.Yes	#00BFC4
#00BFC4	0.2036623026837	0.869328592395918	Female.Yes	#00BFC4
#C77CFF	0.791634342633188	0.649728678590195	Male.Yes	#C77CFF
#00BFC4	0.346778080290691	0.87287153405222	Female.Yes	#00BFC4
#C77CFF	0.772059448825365	0.825159937989983	Male.Yes	#C77CFF
#C77CFF	0.813913537697359	0.624478099359707	Male.Yes	#C77CFF
#C77CFF	0.596189144236797	0.662810336883095	Male.Yes	#C77CFF
#00BFC4	0.175326313400133	0.690483566881581	Female.Yes	#00BFC4
#C77CFF	0.7601928379048	0.579709929414093	Male.Yes	#C77CFF
#C77CFF	0.748517379503358	0.693535300479694	Male.Yes	#C77CFF
#7CAE00	0.614500111561607	0.296615606173873	Male.No	#7CAE00
#00BFC4	0.412695557133041	0.59244382229041	Female.Yes	#00BFC4
#00BFC4	0.282110721296207	0.772983242164959	Female.Yes	#00BFC4
#00BFC4	0.396618156270547	0.619580326347866	Female.Yes	#00BFC4
#C77CFF	0.896575732071969	0.868783250451088	Male.Yes	#C77CFF
#C77CFF	0.866673962128433	0.604451455599205	Male.Yes	#C77CFF
#C77CFF	0.659612857397984	0.700379714031111	Male.Yes	#C77CFF
#00BFC4	0.110827170058408	0.638578744097189	Female.Yes	#00BFC4
#C77CFF	0.624239417131652	0.851853650909933	Male.Yes	#C77CFF
#00BFC4	0.389536274089055	0.765129559927366	Female.Yes	#00BFC4
#C77CFF	0.605061635205691	0.62410885984586	Male.Yes	#C77CFF
#F8766D	0.361262196166949	0.252367201515219	Female.No	#F8766D
#C77CFF	0.861441858874803	0.886012851599265	Male.Yes	#C77CFF
#00BFC4	0.287884861484847	0.695759567262774	Female.Yes	#00BFC4
#00BFC4	0.0944789457558231	0.64964550818232	Female.Yes	#00BFC4
#7CAE00	0.841088470918211	0.10597183546898	Male.No	#7CAE00
#7CAE00	0.862059205855158	0.332711396315558	Male.No	#7CAE00
#00BFC4	0.256841174496168	0.556365548379042	Female.Yes	#00BFC4
#C77CFF	0.847867341712117	0.592338141307912	Male.Yes	#C77CFF
#C77CFF	0.640405566770245	0.554531485096297	Male.Yes	#C77CFF
#7CAE00	0.813428028571335	0.28293461818248	Male.No	#7CAE00
#7CAE00	0.760122455148534	0.191696230745451	Male.No	#7CAE00
#C77CFF	0.89074635962871	0.846305870874362	Male.Yes	#C77CFF
#7CAE00	0.778127484616231	0.28372103924101	Male.No	#7CAE00
#C77CFF	0.562226799147373	0.585179415700788	Male.Yes	#C77CFF
#C77CFF	0.749970263716849	0.733754046345976	Male.Yes	#C77CFF
#F8766D	0.306334625590931	0.317738028412515	Female.No	#F8766D
#7CAE00	0.73836804384535	0.4310382690958	Male.No	#7CAE00
#00BFC4	0.356844852678478	0.556839053773067	Female.Yes	#00BFC4
#C77CFF	0.800424102185802	0.676541188901121	Male.Yes	#C77CFF
#7CAE00	0.570966724899005	0.454458694143051	Male.No	#7CAE00
#F8766D	0.161942284384912	0.404158931140873	Female.No	#F8766D
